timestamp,appliance_type,appliance_sub,rated_wattage,star_rating,inverter_mode,setpoint_temp,outdoor_temp,humidity,thermal_delta,hour_of_day,is_peak_hour,is_morning_peak,day_of_week,is_weekend,season,occupancy,usage_factor,grid_voltage,power_kwh,cost_inr
2023-02-08 23:45,LED TV,TV 50in,150,3,0,21.6,21.6,62.8,0.0,23,0,0,2,0,1,1,0.885,235,0.03385,0.1523
2023-02-09 00:15,LED TV,TV 50in,150,3,0,21.9,21.9,51.8,0.0,0,0,0,3,0,1,2,0.8349,235,0.03194,0.1437
2023-02-09 00:15,Ceiling Fan,Fan Small,50,3,0,23.9,23.9,57.9,0.0,0,0,0,3,0,1,2,0.8324,235,0.01041,0.0468
2023-02-09 00:15,Washing Machine,WM Front Load,500,3,0,21.3,21.3,54.2,0.0,0,0,0,3,0,1,2,0.8407,235,0.10509,0.4729
2023-02-09 00:15,Ceiling Fan,Fan Large,75,3,0,22.2,22.2,50.2,0.0,0,0,0,3,0,1,2,0.8535,235,0.016,0.072
2023-02-09 01:30,LED Bulb,LED 9W,9,5,0,22.3,22.3,63.6,0.0,1,0,0,3,0,1,2,0.7821,235,0.00179,0.0081
2023-02-09 02:00,LED Bulb,LED 9W,9,5,0,20.5,20.5,44.1,0.0,2,0,0,3,0,1,1,0.7222,235,0.00166,0.0075
2023-02-09 02:30,Refrigerator,Fridge Small,150,4,0,21.9,21.9,63.8,0.0,2,0,0,3,0,1,2,0.7897,235,0.02961,0.1332
2023-02-09 05:30,AC,AC 1.5T,1500,5,0,22.9,22.6,48.6,-0.3,5,0,0,3,0,1,1,0.5375,235,0.20158,0.9071
2023-02-09 05:30,Ceiling Fan,Fan Small,50,3,0,22.5,22.5,57.0,0.0,5,0,0,3,0,1,1,0.8466,235,0.01058,0.0476
2023-02-09 06:30,Geyser,Geyser Standard,2000,3,0,23.9,23.9,58.6,0.0,6,0,1,3,0,1,1,0.855,215,0.48924,3.6693
2023-02-09 07:45,Laptop,Laptop Standard,45,3,0,24.9,24.9,60.2,0.0,7,0,1,3,0,1,2,0.8797,215,0.01009,0.0757
2023-02-09 09:00,Refrigerator,Fridge Medium,250,1,0,30.7,30.7,61.2,0.0,9,0,1,3,0,1,3,0.9133,215,0.06336,0.4752
2023-02-09 09:45,Washing Machine,WM Top Load,2000,3,0,27.5,27.5,58.5,0.0,9,0,1,3,0,1,4,0.8633,215,0.47915,3.5936
2023-02-09 11:00,Geyser,Geyser Large,3000,3,0,30.3,30.3,57.0,0.0,11,0,0,3,0,1,3,0.8354,225,0.6547,3.9282
2023-02-09 11:45,Washing Machine,WM Top Load,2000,3,0,31.6,31.6,46.7,0.0,11,0,0,3,0,1,4,0.8345,225,0.43392,2.6035
2023-02-09 12:00,Refrigerator,Fridge Large,400,3,0,31.0,31.0,53.2,0.0,12,0,0,3,0,1,4,0.8399,225,0.08735,0.5241
2023-02-09 14:15,LED Bulb,LED 12W,12,5,0,33.6,33.6,40.1,0.0,14,0,0,3,0,1,2,0.7955,225,0.00243,0.0146
2023-02-09 15:15,Ceiling Fan,Fan Large,75,3,0,33.3,33.3,43.8,0.0,15,0,0,3,0,1,1,0.8622,225,0.01681,0.1009
2023-02-09 16:30,LED TV,TV 32in,80,3,0,30.8,30.8,63.5,0.0,16,0,0,3,0,1,2,0.8709,225,0.01777,0.1066
2023-02-09 16:30,Geyser,Geyser Standard,2000,3,0,30.1,30.1,53.8,0.0,16,0,0,3,0,1,1,0.8119,225,0.42418,2.5451
2023-02-09 17:45,LED TV,TV 50in,150,3,0,30.9,30.9,48.1,0.0,17,0,0,3,0,1,4,0.8199,225,0.03136,0.1882
2023-02-09 18:15,Refrigerator,Fridge Medium,250,2,0,29.1,29.1,41.0,0.0,18,1,0,3,0,1,2,0.9006,205,0.06867,0.5837
2023-02-09 19:00,Ceiling Fan,Fan Large,75,3,0,26.1,26.1,52.1,0.0,19,1,0,3,0,1,4,0.8566,205,0.0196,0.1666
2023-02-09 19:15,Refrigerator,Fridge Large,400,1,0,27.1,27.1,47.0,0.0,19,1,0,3,0,1,3,0.9172,205,0.1119,0.9511
2023-02-09 19:45,AC,AC 1.0T,900,2,0,22.1,26.5,40.1,4.4,19,1,0,3,0,1,1,0.7726,205,0.21207,1.8026
2023-02-09 20:00,Washing Machine,WM Top Load,2000,3,0,26.8,26.8,47.8,0.0,20,1,0,3,0,1,1,0.8434,205,0.51446,4.3729
2023-02-09 20:15,Laptop,Laptop Standard,45,3,0,25.7,25.7,41.5,0.0,20,1,0,3,0,1,4,0.8707,205,0.00999,0.0849
2023-02-09 21:15,Refrigerator,Fridge Small,150,1,0,27.8,27.8,64.6,0.0,21,1,0,3,0,1,4,0.9138,205,0.04181,0.3554
2023-02-09 23:00,Refrigerator,Fridge Large,400,5,0,19.4,19.4,56.9,0.0,23,0,0,3,0,1,1,0.7377,235,0.07377,0.332
2023-02-09 23:30,AC,AC 2.0T,2000,4,1,22.9,20.8,61.9,-2.1,23,0,0,3,0,1,1,0.4726,235,0.23631,1.0634
2023-02-09 23:30,AC,AC 1.5T,1500,4,1,22.6,22.1,55.2,-0.5,23,0,0,3,0,1,2,0.4831,235,0.18116,0.8152
2023-02-09 23:45,Desktop PC,PC Standard,300,3,0,25.0,25.0,59.8,0.0,23,0,0,3,0,1,1,0.887,235,0.06785,0.3053
2023-02-10 00:00,Laptop,Laptop Gaming,65,3,0,21.6,21.6,60.7,0.0,0,0,0,4,0,1,1,0.8528,235,0.01414,0.0636
2023-02-10 01:00,AC,AC 1.0T,900,4,1,20.0,20.5,62.2,0.5,1,0,0,4,0,1,1,0.5171,235,0.11635,0.5236
2023-02-10 01:00,Washing Machine,WM Top Load,2000,3,0,21.8,21.8,58.5,0.0,1,0,0,4,0,1,2,0.8204,235,0.41021,1.8459
2023-02-10 01:15,Washing Machine,WM Front Load,500,3,0,22.2,22.2,42.9,0.0,1,0,0,4,0,1,2,0.8491,235,0.10614,0.4776
2023-02-10 03:30,Refrigerator,Fridge Large,400,1,0,19.3,19.3,43.0,0.0,3,0,0,4,0,1,1,0.95,235,0.095,0.4275
2023-02-10 04:00,AC,AC 2.0T,2000,4,1,24.3,19.1,56.1,-5.2,4,0,0,4,0,1,1,0.4379,235,0.21897,0.9854
2023-02-10 04:15,Electric Iron,Iron Steam,1500,3,0,19.4,19.4,44.5,0.0,4,0,0,4,0,1,2,0.8578,235,0.30814,1.3866
2023-02-10 04:45,Laptop,Laptop Gaming,65,3,0,21.6,21.6,64.6,0.0,4,0,0,4,0,1,1,0.84,235,0.01392,0.0626
2023-02-10 06:15,Wi-Fi Router,Router 10W,10,5,0,23.3,23.3,53.8,0.0,6,0,1,4,0,1,3,0.7735,215,0.00197,0.0148
2023-02-10 07:00,Refrigerator,Fridge Small,150,3,0,23.0,23.0,56.0,0.0,7,0,1,4,0,1,2,0.8465,215,0.03524,0.2643
2023-02-10 07:00,Geyser,Geyser Large,3000,3,0,23.8,23.8,55.0,0.0,7,0,1,4,0,1,1,0.897,215,0.76986,5.774
2023-02-10 07:30,LED TV,TV 32in,80,3,0,24.0,24.0,60.2,0.0,7,0,1,4,0,1,4,0.8762,215,0.01787,0.134
2023-02-10 07:30,Microwave,Microwave Large,1500,3,0,26.0,26.0,53.4,0.0,7,0,1,4,0,1,1,0.8978,215,0.3853,2.8897
2023-02-10 07:45,AC,AC 1.0T,900,4,1,23.0,23.1,47.2,0.1,7,0,1,4,0,1,1,0.511,215,0.12763,0.9572
2023-02-10 08:15,LED Bulb,LED 9W,9,5,0,25.4,25.4,42.7,0.0,8,0,1,4,0,1,1,0.7657,215,0.00176,0.0132
2023-02-10 09:00,LED Bulb,LED 9W,9,5,0,26.6,26.6,60.4,0.0,9,0,1,4,0,1,2,0.8087,215,0.00186,0.014
2023-02-10 09:30,Refrigerator,Fridge Small,150,3,0,26.7,26.7,53.6,0.0,9,0,1,4,0,1,1,0.852,215,0.03546,0.2659
2023-02-10 10:00,Refrigerator,Fridge Large,400,3,0,29.0,29.0,56.5,0.0,10,0,0,4,0,1,2,0.8506,225,0.08846,0.5308
2023-02-10 10:30,Microwave,Microwave Large,1500,3,0,30.7,30.7,57.1,0.0,10,0,0,4,0,1,2,0.8692,225,0.34059,2.0435
2023-02-10 11:30,Microwave,Microwave Std,1200,3,0,30.1,30.1,55.1,0.0,11,0,0,4,0,1,2,0.8234,225,0.25811,1.5487
2023-02-10 14:15,Geyser,Geyser Large,3000,3,0,31.8,31.8,43.7,0.0,14,0,0,4,0,1,4,0.8288,225,0.64956,3.8974
2023-02-10 14:30,Desktop PC,PC Standard,300,3,0,31.7,31.7,57.7,0.0,14,0,0,4,0,1,1,0.8633,225,0.06604,0.3962
2023-02-10 15:15,AC,AC 2.0T,2000,5,0,25.7,29.1,44.4,3.4,15,0,0,4,0,1,2,0.6047,225,0.31443,1.8866
2023-02-10 15:30,Washing Machine,WM Top Load,2000,3,0,32.3,32.3,44.6,0.0,15,0,0,4,0,1,4,0.845,225,0.43939,2.6363
2023-02-10 15:45,AC,AC 2.0T,2000,2,0,24.2,28.1,59.8,3.9,15,0,0,4,0,1,2,0.761,225,0.3957,2.3742
2023-02-10 17:30,Geyser,Geyser Standard,2000,3,0,30.6,30.6,43.5,0.0,17,0,0,4,0,1,4,0.8433,225,0.44058,2.6435
2023-02-10 17:30,Wi-Fi Router,Router 10W,10,5,0,31.5,31.5,57.9,0.0,17,0,0,4,0,1,4,0.7566,225,0.00193,0.0116
2023-02-10 18:15,AC,AC 1.5T,1500,5,0,21.8,29.6,42.5,7.8,18,1,0,4,0,1,4,0.6798,205,0.31103,2.6438
2023-02-10 19:30,Ceiling Fan,Fan Small,50,3,0,27.2,27.2,54.3,0.0,19,1,0,4,0,1,1,0.8516,205,0.01299,0.1104
2023-02-10 19:30,LED Bulb,LED 9W,9,5,0,25.6,25.6,62.1,0.0,19,1,0,4,0,1,3,0.8132,205,0.00187,0.0159
2023-02-10 21:00,LED TV,TV 50in,150,3,0,25.5,25.5,49.6,0.0,21,1,0,4,0,1,4,0.8787,205,0.03361,0.2857
2023-02-10 23:45,Laptop,Laptop Gaming,65,3,0,23.5,23.5,55.7,0.0,23,0,0,4,0,1,1,0.8448,235,0.014,0.063
2023-02-11 00:45,Laptop,Laptop Gaming,65,3,0,20.2,20.2,56.6,0.0,0,0,0,5,1,1,1,0.8724,235,0.01446,0.0651
2023-02-11 01:15,Electric Iron,Iron Steam,1500,3,0,19.0,19.0,64.4,0.0,1,0,0,5,1,1,1,0.8733,235,0.3137,1.4116
2023-02-11 02:15,LED Bulb,LED 9W,9,5,0,23.0,23.0,56.4,0.0,2,0,0,5,1,1,1,0.7459,235,0.00171,0.0077
2023-02-11 02:15,Laptop,Laptop Standard,45,3,0,20.3,20.3,61.3,0.0,2,0,0,5,1,1,2,0.8603,235,0.00987,0.0444
2023-02-11 02:30,Refrigerator,Fridge Small,150,4,0,19.7,19.7,41.8,0.0,2,0,0,5,1,1,2,0.8014,235,0.03005,0.1352
2023-02-11 04:15,AC,AC 1.0T,900,4,1,20.7,20.0,58.0,-0.7,4,0,0,5,1,1,2,0.5155,235,0.11599,0.522
2023-02-11 05:15,Electric Iron,Iron Steam,1500,3,0,24.0,24.0,57.0,0.0,5,0,0,5,1,1,2,0.8526,235,0.30626,1.3782
2023-02-11 06:00,Desktop PC,PC Gaming,400,3,0,22.4,22.4,54.3,0.0,6,0,1,5,1,1,1,0.8584,215,0.08756,0.6567
2023-02-11 06:15,Refrigerator,Fridge Large,400,2,0,23.2,23.2,64.1,0.0,6,0,1,5,1,1,4,0.8937,215,0.09921,0.7441
2023-02-11 08:00,Refrigerator,Fridge Small,150,2,0,21.9,21.9,43.1,0.0,8,0,1,5,1,1,4,0.8826,215,0.03674,0.2756
2023-02-11 08:15,Laptop,Laptop Gaming,65,3,0,30.1,30.1,44.5,0.0,8,0,1,5,1,1,4,0.8849,215,0.01467,0.11
2023-02-11 09:00,Geyser,Geyser Large,3000,3,0,26.1,26.1,44.2,0.0,9,0,1,5,1,1,3,0.8502,215,0.72969,5.4727
2023-02-11 09:45,Wi-Fi Router,Router 10W,10,5,0,26.5,26.5,49.8,0.0,9,0,1,5,1,1,3,0.77,215,0.00196,0.0147
2023-02-11 10:45,Microwave,Microwave Large,1500,3,0,27.0,27.0,50.3,0.0,10,0,0,5,1,1,3,0.8642,225,0.33862,2.0317
2023-02-11 11:45,AC,AC 1.5T,1500,5,0,20.2,30.4,41.9,10.2,11,0,0,5,1,1,3,0.7039,225,0.27452,1.6471
2023-02-11 14:15,Washing Machine,WM Top Load,2000,3,0,33.0,33.0,63.3,0.0,14,0,0,5,1,1,4,0.8282,225,0.43067,2.584
2023-02-11 14:45,Laptop,Laptop Standard,45,3,0,31.2,31.2,60.7,0.0,14,0,0,5,1,1,2,0.8764,225,0.01006,0.0604
2023-02-11 15:00,Electric Iron,Iron Standard,1000,3,0,32.4,32.4,47.7,0.0,15,0,0,5,1,1,3,0.8526,225,0.22274,1.3364
2023-02-11 15:15,Desktop PC,PC Gaming,400,3,0,32.2,32.2,48.7,0.0,15,0,0,5,1,1,2,0.8467,225,0.08636,0.5182
2023-02-11 16:30,Desktop PC,PC Standard,300,3,0,30.3,30.3,47.3,0.0,16,0,0,5,1,1,4,0.8534,225,0.06529,0.3917
2023-02-11 17:00,Refrigerator,Fridge Small,150,3,0,32.1,32.1,58.9,0.0,17,0,0,5,1,1,2,0.8608,225,0.03357,0.2014
2023-02-11 17:15,Desktop PC,PC Gaming,400,3,0,28.7,28.7,50.5,0.0,17,0,0,5,1,1,2,0.8675,225,0.08848,0.5309
2023-02-11 18:45,AC,AC 1.0T,900,5,0,22.8,29.6,58.6,6.8,18,1,0,5,1,1,3,0.6709,205,0.18415,1.5653
2023-02-11 18:45,AC,AC 1.0T,900,2,1,24.1,26.0,40.9,1.9,18,1,0,5,1,1,1,0.6252,205,0.17162,1.4588
2023-02-11 19:15,LED TV,TV 50in,150,3,0,28.6,28.6,42.0,0.0,19,1,0,5,1,1,1,0.8536,205,0.03265,0.2775
2023-02-11 20:00,LED TV,TV 32in,80,3,0,25.2,25.2,62.0,0.0,20,1,0,5,1,1,1,0.8613,205,0.01757,0.1493
2023-02-11 20:15,Geyser,Geyser Large,3000,3,0,24.0,24.0,53.5,0.0,20,1,0,5,1,1,4,0.8669,205,0.81844,6.9567
2023-02-11 21:30,LED TV,TV 50in,150,3,0,26.7,26.7,57.8,0.0,21,1,0,5,1,1,1,0.8351,205,0.03194,0.2715
2023-02-11 21:30,Geyser,Geyser Large,3000,3,0,23.3,23.3,61.9,0.0,21,1,0,5,1,1,3,0.8384,205,0.7915,6.7277
2023-02-11 22:00,Geyser,Geyser Large,3000,3,0,21.8,21.8,52.6,0.0,22,1,0,5,1,1,2,0.8872,205,0.83755,7.1192
2023-02-11 22:30,Desktop PC,PC Gaming,400,3,0,24.9,24.9,57.7,0.0,22,1,0,5,1,1,4,0.8385,205,0.08553,0.727
2023-02-11 22:45,AC,AC 1.5T,1500,2,0,20.6,23.7,55.2,3.1,22,1,0,5,1,1,1,0.8197,205,0.37503,3.1878
2023-02-12 02:15,Geyser,Geyser Standard,2000,3,0,20.6,20.6,63.1,0.0,2,0,0,6,1,1,2,0.8056,235,0.38585,1.7363
2023-02-12 02:45,Microwave,Microwave Large,1500,3,0,19.8,19.8,61.9,0.0,2,0,0,6,1,1,1,0.8494,235,0.30512,1.373
2023-02-12 03:30,Geyser,Geyser Large,3000,3,0,19.2,19.2,61.3,0.0,3,0,0,6,1,1,1,0.8683,235,0.6238,2.8071
2023-02-12 03:45,Desktop PC,PC Standard,300,3,0,19.6,19.6,50.3,0.0,3,0,0,6,1,1,2,0.8322,235,0.06367,0.2865
2023-02-12 04:45,LED TV,TV 32in,80,3,0,19.3,19.3,40.9,0.0,4,0,0,6,1,1,1,0.8299,235,0.01693,0.0762
2023-02-12 08:15,Washing Machine,WM Front Load,500,3,0,26.5,26.5,50.1,0.0,8,0,1,6,1,1,3,0.8538,215,0.11846,0.8884
2023-02-12 08:45,LED TV,TV 50in,150,3,0,25.5,25.5,43.1,0.0,8,0,1,6,1,1,4,0.8411,215,0.03217,0.2413
2023-02-12 08:45,Geyser,Geyser Standard,2000,3,0,26.8,26.8,51.7,0.0,8,0,1,6,1,1,2,0.8528,215,0.48796,3.6597
2023-02-12 09:00,LED Bulb,LED 9W,9,5,0,30.5,30.5,42.6,0.0,9,0,1,6,1,1,1,0.7689,215,0.00176,0.0132
2023-02-12 11:30,AC,AC 1.5T,1500,2,0,22.2,27.8,62.9,5.6,11,0,0,6,1,1,3,0.8199,225,0.31976,1.9186
2023-02-12 12:00,Desktop PC,PC Gaming,400,3,0,31.4,31.4,43.1,0.0,12,0,0,6,1,1,4,0.8712,225,0.08886,0.5332
2023-02-12 12:30,Refrigerator,Fridge Medium,250,2,0,32.1,32.1,55.1,0.0,12,0,0,6,1,1,4,0.8972,225,0.05832,0.3499
2023-02-12 13:00,Electric Iron,Iron Steam,1500,3,0,28.9,28.9,63.2,0.0,13,0,0,6,1,1,1,0.8508,225,0.33337,2.0002
2023-02-12 13:00,AC,AC 1.0T,900,5,0,22.0,32.3,49.4,10.3,13,0,0,6,1,1,4,0.705,225,0.16498,0.9899
2023-02-12 13:30,AC,AC 2.0T,2000,4,0,22.9,32.6,45.0,9.7,13,0,0,6,1,1,2,0.7367,225,0.38307,2.2984
2023-02-12 13:30,Laptop,Laptop Standard,45,3,0,33.1,33.1,60.6,0.0,13,0,0,6,1,1,2,0.8364,225,0.0096,0.0576
2023-02-12 13:30,Desktop PC,PC Gaming,400,3,0,32.1,32.1,50.7,0.0,13,0,0,6,1,1,2,0.8581,225,0.08753,0.5252
2023-02-12 14:00,Ceiling Fan,Fan Small,50,3,0,31.0,31.0,53.4,0.0,14,0,0,6,1,1,4,0.8683,225,0.01129,0.0677
2023-02-12 14:00,LED Bulb,LED 9W,9,5,0,30.6,30.6,45.3,0.0,14,0,0,6,1,1,4,0.736,225,0.00169,0.0101
2023-02-12 14:45,Laptop,Laptop Standard,45,3,0,29.8,29.8,46.5,0.0,14,0,0,6,1,1,1,0.8454,225,0.0097,0.0582
2023-02-12 15:15,Ceiling Fan,Fan Large,75,3,0,34.0,34.0,63.8,0.0,15,0,0,6,1,1,4,0.8634,225,0.01684,0.101
2023-02-12 15:30,Geyser,Geyser Large,3000,3,0,34.0,34.0,50.2,0.0,15,0,0,6,1,1,1,0.8847,225,0.69332,4.1599
2023-02-12 17:45,Refrigerator,Fridge Large,400,5,0,31.0,31.0,60.7,0.0,17,0,0,6,1,1,4,0.7969,225,0.08288,0.4973
2023-02-12 18:00,Microwave,Microwave Std,1200,3,0,31.6,31.6,41.6,0.0,18,1,0,6,1,1,3,0.8474,205,0.31999,2.7199
2023-02-12 18:00,LED Bulb,LED 12W,12,5,0,28.0,28.0,47.5,0.0,18,1,0,6,1,1,3,0.7838,205,0.0024,0.0204
2023-02-12 19:15,Desktop PC,PC Gaming,400,3,0,25.8,25.8,61.1,0.0,19,1,0,6,1,1,4,0.8448,205,0.08617,0.7324
2023-02-12 20:00,Electric Iron,Iron Steam,1500,3,0,25.3,25.3,60.5,0.0,20,1,0,6,1,1,1,0.835,205,0.39417,3.3504
2023-02-12 20:45,Ceiling Fan,Fan Large,75,3,0,26.9,26.9,45.6,0.0,20,1,0,6,1,1,3,0.8509,205,0.01946,0.1654
2023-02-12 20:45,Geyser,Geyser Large,3000,3,0,26.3,26.3,62.6,0.0,20,1,0,6,1,1,2,0.8482,205,0.80081,6.8069
2023-02-12 21:30,Washing Machine,WM Front Load,500,3,0,23.1,23.1,62.7,0.0,21,1,0,6,1,1,2,0.8904,205,0.13579,1.1542
2023-02-12 22:15,Ceiling Fan,Fan Large,75,3,0,22.5,22.5,45.2,0.0,22,1,0,6,1,1,2,0.8417,205,0.01925,0.1636
2023-02-12 23:15,AC,AC 2.0T,2000,3,1,20.9,20.4,63.5,-0.5,23,0,0,6,1,1,2,0.6084,235,0.30422,1.369
2023-02-13 00:00,Ceiling Fan,Fan Small,50,3,0,22.4,22.4,59.8,0.0,0,0,0,0,0,1,2,0.866,235,0.01082,0.0487
2023-02-13 00:15,Washing Machine,WM Top Load,2000,3,0,20.7,20.7,61.4,0.0,0,0,0,0,0,1,1,0.8262,235,0.41309,1.8589
2023-02-13 00:30,Electric Iron,Iron Standard,1000,3,0,24.4,24.4,54.4,0.0,0,0,0,0,0,1,1,0.8539,235,0.20449,0.9202
2023-02-13 00:45,AC,AC 2.0T,2000,5,1,23.4,24.4,43.8,1.0,0,0,0,0,0,1,1,0.4613,235,0.23064,1.0379
2023-02-13 01:30,LED Bulb,LED 12W,12,5,0,21.9,21.9,40.6,0.0,1,0,0,0,0,1,1,0.7755,235,0.00237,0.0107
2023-02-13 02:15,Refrigerator,Fridge Large,400,1,0,20.2,20.2,59.5,0.0,2,0,0,0,0,1,1,0.9139,235,0.09139,0.4113
2023-02-13 03:00,Electric Iron,Iron Steam,1500,3,0,21.1,21.1,43.5,0.0,3,0,0,0,0,1,2,0.8869,235,0.31858,1.4336
2023-02-13 03:00,Ceiling Fan,Fan Large,75,3,0,18.7,18.7,54.8,0.0,3,0,0,0,0,1,1,0.8579,235,0.01609,0.0724
2023-02-13 03:15,Microwave,Microwave Large,1500,3,0,21.4,21.4,42.1,0.0,3,0,0,0,0,1,1,0.852,235,0.30605,1.3772
2023-02-13 03:45,Electric Iron,Iron Steam,1500,3,0,18.8,18.8,49.3,0.0,3,0,0,0,0,1,1,0.8611,235,0.30933,1.392
2023-02-13 05:00,LED TV,TV 32in,80,3,0,22.3,22.3,50.2,0.0,5,0,0,0,0,1,2,0.846,235,0.01726,0.0777
2023-02-13 06:00,Geyser,Geyser Standard,2000,3,0,20.6,20.6,59.0,0.0,6,0,1,0,0,1,2,0.8446,215,0.48327,3.6245
2023-02-13 06:30,Refrigerator,Fridge Small,150,5,0,23.1,23.1,59.8,0.0,6,0,1,0,0,1,3,0.7678,215,0.03196,0.2397
2023-02-13 06:45,Refrigerator,Fridge Small,150,3,0,20.9,20.9,54.9,0.0,6,0,1,0,0,1,3,0.8588,215,0.03575,0.2681
2023-02-13 07:00,Ceiling Fan,Fan Large,75,3,0,24.0,24.0,43.0,0.0,7,0,1,0,0,1,4,0.8399,215,0.01748,0.1311
2023-02-13 08:45,Washing Machine,WM Front Load,500,3,0,26.2,26.2,57.7,0.0,8,0,1,0,0,1,3,0.8583,215,0.11909,0.8932
2023-02-13 09:15,LED TV,TV 32in,80,3,0,28.6,28.6,62.4,0.0,9,0,1,0,0,1,1,0.833,215,0.01699,0.1274
2023-02-13 09:45,Ceiling Fan,Fan Small,50,3,0,25.7,25.7,62.8,0.0,9,0,1,0,0,1,3,0.8512,215,0.01181,0.0886
2023-02-13 10:15,Microwave,Microwave Std,1200,3,0,29.9,29.9,52.5,0.0,10,0,0,0,0,1,3,0.8841,225,0.27714,1.6628
2023-02-13 10:30,Washing Machine,WM Front Load,500,3,0,27.5,27.5,47.8,0.0,10,0,0,0,0,1,1,0.8649,225,0.11244,0.6746
2023-02-13 11:45,Microwave,Microwave Std,1200,3,0,32.2,32.2,40.1,0.0,11,0,0,0,0,1,3,0.8491,225,0.26619,1.5971
2023-02-13 14:00,Geyser,Geyser Standard,2000,3,0,33.0,33.0,62.4,0.0,14,0,0,0,0,1,1,0.8602,225,0.4494,2.6964
2023-02-13 15:30,AC,AC 2.0T,2000,1,0,20.4,32.6,42.5,12.2,15,0,0,0,0,1,1,0.9184,225,0.47756,2.8654
2023-02-13 17:00,Refrigerator,Fridge Large,400,1,0,28.7,28.7,53.2,0.0,17,0,0,0,0,1,3,0.9479,225,0.09858,0.5915
2023-02-13 19:00,Laptop,Laptop Standard,45,3,0,25.3,25.3,57.1,0.0,19,1,0,0,0,1,4,0.8371,205,0.00961,0.0817
2023-02-13 20:00,Microwave,Microwave Std,1200,3,0,26.0,26.0,60.1,0.0,20,1,0,0,0,1,3,0.8538,205,0.32241,2.7405
2023-02-13 20:15,Refrigerator,Fridge Large,400,4,0,24.9,24.9,46.1,0.0,20,1,0,0,0,1,3,0.8337,205,0.10171,0.8645
2023-02-13 20:30,Wi-Fi Router,Router 10W,10,5,0,25.9,25.9,48.1,0.0,20,1,0,0,0,1,1,0.76,205,0.00194,0.0165
2023-02-13 21:45,Refrigerator,Fridge Medium,250,2,0,23.3,23.3,62.7,0.0,21,1,0,0,0,1,2,0.9022,205,0.0688,0.5848
2023-02-13 22:00,Microwave,Microwave Std,1200,3,0,23.1,23.1,54.2,0.0,22,1,0,0,0,1,3,0.8364,205,0.31586,2.6848
2023-02-13 23:15,Laptop,Laptop Gaming,65,3,0,24.5,24.5,59.4,0.0,23,0,0,0,0,1,1,0.847,235,0.01404,0.0632
2023-02-13 23:45,LED TV,TV 32in,80,3,0,19.1,19.1,63.1,0.0,23,0,0,0,0,1,2,0.8689,235,0.01773,0.0798
2023-02-14 00:00,Desktop PC,PC Gaming,400,3,0,21.6,21.6,42.8,0.0,0,0,0,1,0,1,2,0.885,235,0.09027,0.4062
2023-02-14 00:00,Laptop,Laptop Gaming,65,3,0,23.1,23.1,55.6,0.0,0,0,0,1,0,1,2,0.8901,235,0.01475,0.0664
2023-02-14 00:30,LED TV,TV 32in,80,3,0,21.4,21.4,52.9,0.0,0,0,0,1,0,1,2,0.8671,235,0.01769,0.0796
2023-02-14 00:45,Geyser,Geyser Large,3000,3,0,21.5,21.5,64.4,0.0,0,0,0,1,0,1,1,0.8518,235,0.61195,2.7538
2023-02-14 00:45,Washing Machine,WM Front Load,500,3,0,20.9,20.9,46.6,0.0,0,0,0,1,0,1,1,0.8313,235,0.10392,0.4676
2023-02-14 03:00,LED TV,TV 50in,150,3,0,21.4,21.4,64.8,0.0,3,0,0,1,0,1,1,0.8265,235,0.03161,0.1422
2023-02-14 05:30,Desktop PC,PC Standard,300,3,0,22.4,22.4,48.3,0.0,5,0,0,1,0,1,2,0.8401,235,0.06427,0.2892
2023-02-14 07:15,Laptop,Laptop Standard,45,3,0,24.0,24.0,44.7,0.0,7,0,1,1,0,1,4,0.857,215,0.00983,0.0737
2023-02-14 07:30,Geyser,Geyser Large,3000,3,0,23.0,23.0,55.5,0.0,7,0,1,1,0,1,2,0.8645,215,0.74196,5.5647
2023-02-14 08:00,Geyser,Geyser Standard,2000,3,0,26.9,26.9,45.5,0.0,8,0,1,1,0,1,2,0.8665,215,0.49579,3.7184
2023-02-14 08:30,AC,AC 2.0T,2000,2,1,23.5,25.0,49.5,1.5,8,0,1,1,0,1,1,0.5892,215,0.32703,2.4527
2023-02-14 08:30,LED TV,TV 32in,80,3,0,27.8,27.8,58.3,0.0,8,0,1,1,0,1,4,0.8667,215,0.01768,0.1326
2023-02-14 09:15,Refrigerator,Fridge Medium,250,4,0,26.2,26.2,53.2,0.0,9,0,1,1,0,1,4,0.8254,215,0.05726,0.4294
2023-02-14 09:15,Washing Machine,WM Front Load,500,3,0,29.6,29.6,48.6,0.0,9,0,1,1,0,1,1,0.8562,215,0.1188,0.891
2023-02-14 10:15,Geyser,Geyser Large,3000,3,0,29.1,29.1,64.1,0.0,10,0,0,1,0,1,4,0.8082,225,0.63337,3.8002
2023-02-14 10:45,Washing Machine,WM Front Load,500,3,0,29.2,29.2,47.4,0.0,10,0,0,1,0,1,1,0.8655,225,0.11251,0.6751
2023-02-14 12:15,Wi-Fi Router,Router 10W,10,5,0,32.2,32.2,57.2,0.0,12,0,0,1,0,1,1,0.7788,225,0.00199,0.0119
2023-02-14 13:15,Microwave,Microwave Large,1500,3,0,32.4,32.4,52.7,0.0,13,0,0,1,0,1,1,0.8692,225,0.34058,2.0435
